Heptano,
% T,Número de ondas
"1,678.00",99.11151
"1,677.00",99.00659
"1,676.00",98.937824
"1,675.00",98.95091
"1,674.00",99.051261
"1,673.00",99.157391
"1,672.00",99.180999
"1,671.00",99.133494
"1,670.00",99.159939
"1,669.00",99.327766
"1,668.00",99.473277
"1,667.00",99.508805
"1,666.00",99.471641
"1,665.00",99.393308
"1,664.00",99.290554
"1,663.00",99.197242
"1,662.00",99.191358
"1,661.00",99.240444
"1,660.00",99.259913
"1,659.00",99.237601
"1,658.00",99.257398
"1,657.00",99.347556
"1,656.00",99.563064
"1,655.00",99.908346
"1,654.00",100.229835
"1,653.00",100.09865
"1,652.00",99.645777
"1,651.00",99.436032
"1,650.00",99.393361
"1,649.00",99.387068
"1,648.00",99.236561
"1,647.00",99.101465
"1,646.00",99.131816
"1,645.00",99.128889
"1,644.00",99.082624
"1,643.00",99.068883
"1,642.00",99.06135
"1,641.00",99.102066
"1,640.00",99.187342
"1,639.00",99.29622
"1,638.00",99.3637
"1,637.00",99.383819
"1,636.00",99.472944
"1,635.00",99.568124
"1,634.00",99.534772
"1,633.00",99.46888
"1,632.00",99.434705
"1,631.00",99.435854
"1,630.00",99.496967
"1,629.00",99.559743
"1,628.00",99.562363
"1,627.00",99.496805
"1,626.00",99.400671
"1,625.00",99.287219
"1,624.00",99.166357
"1,623.00",99.114434
"1,622.00",99.162052
"1,621.00",99.230581
"1,620.00",99.286889
"1,619.00",99.34432
"1,618.00",99.389698
"1,617.00",99.427964
"1,616.00",99.479986
"1,615.00",99.518369
"1,614.00",99.514502
"1,613.00",99.480978
"1,612.00",99.431611
"1,611.00",99.380793
"1,610.00",99.332775
"1,609.00",99.290971
"1,608.00",99.272735
"1,607.00",99.298612
"1,606.00",99.343617
"1,605.00",99.352015
"1,604.00",99.303415
"1,603.00",99.254116
"1,602.00",99.27107
"1,601.00",99.335356
"1,600.00",99.385792
"1,599.00",99.403459
"1,598.00",99.397764
"1,597.00",99.374014
"1,596.00",99.341483
"1,595.00",99.329338
"1,594.00",99.349244
"1,593.00",99.365202
"1,592.00",99.351975
"1,591.00",99.339078
"1,590.00",99.362365
"1,589.00",99.404993
"1,588.00",99.428676
"1,587.00",99.433305
"1,586.00",99.430685
"1,585.00",99.413234
"1,584.00",99.375587
"1,583.00",99.341481
"1,582.00",99.339448
"1,581.00",99.367102
"1,580.00",99.393053
"1,579.00",99.403634
"1,578.00",99.377664
"1,577.00",99.30717
"1,576.00",99.267857
"1,575.00",99.271776
"1,574.00",99.262532
"1,573.00",99.249977
"1,572.00",99.275282
"1,571.00",99.335268
"1,570.00",99.386357
"1,569.00",99.393253
"1,568.00",99.361265
"1,567.00",99.328045
"1,566.00",99.330647
"1,565.00",99.334271
"1,564.00",99.30858
"1,563.00",99.339402
"1,562.00",99.51794
"1,561.00",100.055384
"1,560.00",100.56796
"1,559.00",100.027713
"1,558.00",99.131084
"1,557.00",98.572613
"1,556.00",98.259872
"1,555.00",98.309477
"1,554.00",98.449525
"1,553.00",98.706103
"1,552.00",98.957812
"1,551.00",99.17529
"1,550.00",99.238978
"1,549.00",99.135971
"1,548.00",98.958304
"1,547.00",98.828305
"1,546.00",98.675626
"1,545.00",98.349711
"1,544.00",97.866001
"1,543.00",97.499712
"1,542.00",97.304553
"1,541.00",97.558885
"1,540.00",98.543784
"1,539.00",99.18403
"1,538.00",99.015071
"1,537.00",98.688385
"1,536.00",98.496021
"1,535.00",98.488275
"1,534.00",98.650804
"1,533.00",98.875772
"1,532.00",98.996042
"1,531.00",98.97428
"1,530.00",98.93308
"1,529.00",98.889505
"1,528.00",98.765145
"1,527.00",98.5135
"1,526.00",98.242206
"1,525.00",98.092792
"1,524.00",98.094032
"1,523.00",98.153079
"1,522.00",98.294471
"1,521.00",98.628145
"1,520.00",98.951883
"1,519.00",99.106047
"1,518.00",99.098221
"1,517.00",98.968655
"1,516.00",98.831841
"1,515.00",98.675977
"1,514.00",98.51632
"1,513.00",98.399594
"1,512.00",98.411662
"1,511.00",98.522882
"1,510.00",98.694877
"1,509.00",98.694024
"1,508.00",98.593708
"1,507.00",99.171978
"1,506.00",99.516056
"1,505.00",98.950963
"1,504.00",98.471242
"1,503.00",98.263891
"1,502.00",98.146964
"1,501.00",98.088499
"1,500.00",98.040927
"1,499.00",98.009522
"1,498.00",97.916038
"1,497.00",97.85243
"1,496.00",97.929035
"1,495.00",98.056186
"1,494.00",98.133675
"1,493.00",98.177663
"1,492.00",98.210537
"1,491.00",98.124019
"1,490.00",97.890271
"1,489.00",97.765599
"1,488.00",97.765119
"1,487.00",97.7262
"1,486.00",97.652857
"1,485.00",97.564385
"1,484.00",97.468648
"1,483.00",97.340058
"1,482.00",97.128145
"1,481.00",96.851294
"1,480.00",96.606771
"1,479.00",96.439601
"1,478.00",96.252771
"1,477.00",95.866039
"1,476.00",95.170045
"1,475.00",94.145622
"1,474.00",92.639289
"1,473.00",90.713443
"1,472.00",88.987373
"1,471.00",87.758663
"1,470.00",86.844868
"1,469.00",86.158962
"1,468.00",85.707976
"1,467.00",85.48845
"1,466.00",85.459088
"1,465.00",85.593488
"1,464.00",85.824583
"1,463.00",86.015028
"1,462.00",86.158844
"1,461.00",86.30341
"1,460.00",86.430697
"1,459.00",86.321252
"1,458.00",85.892744
"1,457.00",85.936403
"1,456.00",86.743993
"1,455.00",87.629158
"1,454.00",88.389807
"1,453.00",89.16294
"1,452.00",89.977254
"1,451.00",90.778011
"1,450.00",91.495497
"1,449.00",92.170353
"1,448.00",92.822692
"1,447.00",93.381178
"1,446.00",93.789864
"1,445.00",94.120267
"1,444.00",94.432084
"1,443.00",94.718218
"1,442.00",94.972513
"1,441.00",95.208786
"1,440.00",95.418503
"1,439.00",95.579244
"1,438.00",95.689933
"1,437.00",95.807408
"1,436.00",96.014459
"1,435.00",96.268125
"1,434.00",96.493996
"1,433.00",96.720688
"1,432.00",96.974413
"1,431.00",97.217622
"1,430.00",97.38419
"1,429.00",97.472049
"1,428.00",97.552075
"1,427.00",97.689535
"1,426.00",97.883305
"1,425.00",98.049571
"1,424.00",98.1184
"1,423.00",98.11017
"1,422.00",98.080778
"1,421.00",98.100362
"1,420.00",98.170615
"1,419.00",98.219418
"1,418.00",98.23295
"1,417.00",98.209979
"1,416.00",98.159876
"1,415.00",98.125113
"1,414.00",98.10978
"1,413.00",98.10011
"1,412.00",98.095151
"1,411.00",98.123462
"1,410.00",98.180702
"1,409.00",98.246752
"1,408.00",98.338544
"1,407.00",98.461998
"1,406.00",98.554464
"1,405.00",98.550674
"1,404.00",98.474548
"1,403.00",98.40013
"1,402.00",98.373191
"1,401.00",98.378223
"1,400.00",98.348402
"1,399.00",98.271031
"1,398.00",98.189481
"1,397.00",98.101221
"1,396.00",98.007211
"1,395.00",97.952049
"1,394.00",97.90332
"1,393.00",97.802308
"1,392.00",97.686077
"1,391.00",97.593421
"1,390.00",97.498557
"1,389.00",97.329653
"1,388.00",97.049327
"1,387.00",96.735911
"1,386.00",96.425665
"1,385.00",96.011406
"1,384.00",95.387051
"1,383.00",94.531791
"1,382.00",93.515823
"1,381.00",92.495199
"1,380.00",91.687152
"1,379.00",91.332531
"1,378.00",91.55609
"1,377.00",92.281132
"1,376.00",93.32862
"1,375.00",94.510618
"1,374.00",95.589406
"1,373.00",96.326115
"1,372.00",96.716381
"1,371.00",96.961983
"1,370.00",97.20064
"1,369.00",97.428951
"1,368.00",97.616055
"1,367.00",97.787817
"1,366.00",98.002144
"1,365.00",98.262881
"1,364.00",98.467917
"1,363.00",98.542052
"1,362.00",98.540552
"1,361.00",98.500462
"1,360.00",98.428505
"1,359.00",98.371692
"1,358.00",98.35713
"1,357.00",98.37108
"1,356.00",98.393012
"1,355.00",98.420686
"1,354.00",98.457726
"1,353.00",98.491336
"1,352.00",98.492701
"1,351.00",98.454768
"1,350.00",98.415839
"1,349.00",98.409506
"1,348.00",98.423045
"1,347.00",98.417627
"1,346.00",98.371747
"1,345.00",98.290874
"1,344.00",98.197496
"1,343.00",98.105899
"1,342.00",97.995299
"1,341.00",97.83593
"1,340.00",97.723704
"1,339.00",97.83688
"1,338.00",98.140926
"1,337.00",98.433256
"1,336.00",98.612996
"1,335.00",98.69856
"1,334.00",98.738459
"1,333.00",98.762561
"1,332.00",98.778165
"1,331.00",98.795197
"1,330.00",98.829712
"1,329.00",98.880112
"1,328.00",98.923605
"1,327.00",98.949527
"1,326.00",98.968133
"1,325.00",98.981434
"1,324.00",98.985404
"1,323.00",98.980462
"1,322.00",98.959232
"1,321.00",98.898163
"1,320.00",98.793828
"1,319.00",98.695632
"1,318.00",98.654944
"1,317.00",98.656388
"1,316.00",98.647902
"1,315.00",98.608875
"1,314.00",98.562099
"1,313.00",98.543083
"1,312.00",98.561208
"1,311.00",98.595664
"1,310.00",98.620431
"1,309.00",98.622867
"1,308.00",98.609497
"1,307.00",98.600339
"1,306.00",98.604814
"1,305.00",98.607058
"1,304.00",98.593773
"1,303.00",98.573155
"1,302.00",98.561414
"1,301.00",98.561833
"1,300.00",98.569076
"1,299.00",98.58151
"1,298.00",98.604086
"1,297.00",98.647432
"1,296.00",98.723966
"1,295.00",98.832037
"1,294.00",98.938348
"1,293.00",98.996624
"1,292.00",98.989832
"1,291.00",98.941445
"1,290.00",98.885492
"1,289.00",98.843642
"1,288.00",98.832045
"1,287.00",98.860021
"1,286.00",98.909225
"1,285.00",98.940754
"1,284.00",98.93378
"1,283.00",98.899085
"1,282.00",98.854307
"1,281.00",98.805878
"1,280.00",98.764717
"1,279.00",98.756447
"1,278.00",98.793651
"1,277.00",98.854825
"1,276.00",98.904638
"1,275.00",98.9238
"1,274.00",98.908537
"1,273.00",98.86335
"1,272.00",98.811649
"1,271.00",98.791874
"1,270.00",98.819627
"1,269.00",98.87228
"1,268.00",98.927413
"1,267.00",98.987541
"1,266.00",99.050956
"1,265.00",99.09279
"1,264.00",99.09783
"1,263.00",99.088254
"1,262.00",99.096466
"1,261.00",99.125715
"1,260.00",99.158099
"1,259.00",99.185512
"1,258.00",99.209242
"1,257.00",99.22775
"1,256.00",99.242236
"1,255.00",99.261858
"1,254.00",99.287185
"1,253.00",99.301136
"1,252.00",99.291245
"1,251.00",99.268998
"1,250.00",99.252425
"1,249.00",99.244632
"1,248.00",99.244058
"1,247.00",99.255967
"1,246.00",99.275862
"1,245.00",99.283676
"1,244.00",99.270028
"1,243.00",99.249235
"1,242.00",99.232124
"1,241.00",99.207091
"1,240.00",99.162754
"1,239.00",99.108318
"1,238.00",99.056611
"1,237.00",99.008023
"1,236.00",98.96816
"1,235.00",98.960019
"1,234.00",98.998703
"1,233.00",99.071705
"1,232.00",99.159328
"1,231.00",99.252118
"1,230.00",99.333419
"1,229.00",99.372257
"1,228.00",99.35698
"1,227.00",99.319439
"1,226.00",99.304493
"1,225.00",99.324456
"1,224.00",99.357783
"1,223.00",99.37908
"1,222.00",99.375939
"1,221.00",99.35056
"1,220.00",99.321721
"1,219.00",99.31454
"1,218.00",99.334369
"1,217.00",99.362362
"1,216.00",99.382943
"1,215.00",99.397462
"1,214.00",99.404301
"1,213.00",99.389521
"1,212.00",99.349767
"1,211.00",99.303245
"1,210.00",99.267904
"1,209.00",99.247618
"1,208.00",99.245461
"1,207.00",99.266071
"1,206.00",99.298141
"1,205.00",99.319652
"1,204.00",99.328084
"1,203.00",99.341105
"1,202.00",99.360966
"1,201.00",99.3677
"1,200.00",99.357945
"1,199.00",99.358696
"1,198.00",99.386694
"1,197.00",99.42604
"1,196.00",99.461014
"1,195.00",99.49818
"1,194.00",99.538313
"1,193.00",99.55855
"1,192.00",99.546572
"1,191.00",99.524919
"1,190.00",99.518531
"1,189.00",99.524179
"1,188.00",99.533106
"1,187.00",99.553306
"1,186.00",99.582795
"1,185.00",99.590659
"1,184.00",99.556293
"1,183.00",99.505974
"1,182.00",99.481358
"1,181.00",99.487671
"1,180.00",99.499133
"1,179.00",99.500056
"1,178.00",99.494457
"1,177.00",99.489526
"1,176.00",99.493656
"1,175.00",99.518143
"1,174.00",99.558897
"1,173.00",99.589235
"1,172.00",99.591286
"1,171.00",99.576725
"1,170.00",99.558549
"1,169.00",99.525766
"1,168.00",99.470051
"1,167.00",99.415381
"1,166.00",99.391353
"1,165.00",99.393575
"1,164.00",99.398459
"1,163.00",99.400947
"1,162.00",99.409722
"1,161.00",99.419176
"1,160.00",99.41628
"1,159.00",99.406562
"1,158.00",99.405079
"1,157.00",99.40931
"1,156.00",99.406033
"1,155.00",99.396672
"1,154.00",99.391025
"1,153.00",99.382419
"1,152.00",99.352858
"1,151.00",99.299808
"1,150.00",99.240421
"1,149.00",99.193385
"1,148.00",99.168837
"1,147.00",99.165316
"1,146.00",99.163164
"1,145.00",99.133986
"1,144.00",99.071319
"1,143.00",99.000243
"1,142.00",98.944285
"1,141.00",98.899913
"1,140.00",98.858052
"1,139.00",98.829095
"1,138.00",98.825311
"1,137.00",98.836693
"1,136.00",98.847384
"1,135.00",98.862662
"1,134.00",98.898738
"1,133.00",98.957526
"1,132.00",99.030364
"1,131.00",99.11494
"1,130.00",99.210203
"1,129.00",99.303972
"1,128.00",99.381326
"1,127.00",99.437257
"1,126.00",99.471556
"1,125.00",99.484162
"1,124.00",99.486674
"1,123.00",99.503491
"1,122.00",99.545536
"1,121.00",99.594511
"1,120.00",99.626546
"1,119.00",99.639434
"1,118.00",99.644812
"1,117.00",99.64591
"1,116.00",99.635552
"1,115.00",99.608355
"1,114.00",99.568323
"1,113.00",99.532394
"1,112.00",99.523976
"1,111.00",99.545896
"1,110.00",99.560252
"1,109.00",99.523253
"1,108.00",99.446363
"1,107.00",99.390173
"1,106.00",99.394407
"1,105.00",99.442262
"1,104.00",99.496703
"1,103.00",99.541846
"1,102.00",99.571114
"1,101.00",99.578974
"1,100.00",99.574311
"1,099.00",99.563882
"1,098.00",99.541878
"1,097.00",99.493271
"1,096.00",99.43454
"1,095.00",99.407666
"1,094.00",99.423352
"1,093.00",99.440672
"1,092.00",99.421356
"1,091.00",99.373701
"1,090.00",99.325371
"1,089.00",99.281835
"1,088.00",99.232364
"1,087.00",99.172727
"1,086.00",99.103159
"1,085.00",99.02388
"1,084.00",98.944575
"1,083.00",98.877463
"1,082.00",98.814476
"1,081.00",98.736254
"1,080.00",98.647126
"1,079.00",98.571634
"1,078.00",98.515626
"1,077.00",98.467718
"1,076.00",98.440584
"1,075.00",98.464198
"1,074.00",98.528928
"1,073.00",98.583079
"1,072.00",98.601483
"1,071.00",98.611039
"1,070.00",98.632744
"1,069.00",98.646999
"1,068.00",98.639242
"1,067.00",98.634283
"1,066.00",98.65672
"1,065.00",98.694953
"1,064.00",98.731222
"1,063.00",98.772268
"1,062.00",98.825065
"1,061.00",98.874602
"1,060.00",98.909588
"1,059.00",98.94055
"1,058.00",98.971627
"1,057.00",98.984799
"1,056.00",98.972304
"1,055.00",98.956004
"1,054.00",98.956714
"1,053.00",98.972017
"1,052.00",98.996938
"1,051.00",99.031416
"1,050.00",99.054271
"1,049.00",99.034179
"1,048.00",98.984973
"1,047.00",98.962877
"1,046.00",98.987788
"1,045.00",99.014065
"1,044.00",99.002834
"1,043.00",98.980427
"1,042.00",98.996559
"1,041.00",99.058306
"1,040.00",99.134746
"1,039.00",99.198178
"1,038.00",99.233059
"1,037.00",99.230516
"1,036.00",99.202416
"1,035.00",99.181007
"1,034.00",99.181101
"1,033.00",99.181287
"1,032.00",99.160451
"1,031.00",99.129898
"1,030.00",99.110785
"1,029.00",99.103274
"1,028.00",99.097743
"1,027.00",99.094541
"1,026.00",99.092509
"1,025.00",99.07726
"1,024.00",99.039822
"1,023.00",98.992596
"1,022.00",98.955358
"1,021.00",98.940582
"1,020.00",98.956805
"1,019.00",99.002938
"1,018.00",99.053498
"1,017.00",99.076257
"1,016.00",99.071887
"1,015.00",99.070599
"1,014.00",99.085828
"1,013.00",99.101719
"1,012.00",99.110838
"1,011.00",99.127834
"1,010.00",99.155035
"1,009.00",99.170215
"1,008.00",99.163899
"1,007.00",99.157596
"1,006.00",99.169441
"1,005.00",99.189564
"1,004.00",99.203202
"1,003.00",99.211171
"1,002.00",99.215959
"1,001.00",99.215956
"1,000.00",99.224929
999,99.267618
998,99.342457
997,99.414864
996,99.457917
995,99.47382
994,99.469372
993,99.442022
992,99.399711
991,99.362592
990,99.33405
989,99.301398
988,99.274841
987,99.289957
986,99.35599
985,99.43373
984,99.480559
983,99.490012
982,99.477043
981,99.456247
980,99.446687
979,99.464391
978,99.494551
977,99.501904
976,99.480968
975,99.463449
974,99.464758
973,99.461019
972,99.435317
971,99.408163
970,99.399886
969,99.396607
968,99.37717
967,99.344061
966,99.304913
965,99.25126
964,99.178721
963,99.104882
962,99.048729
961,99.014837
960,99.010288
959,99.047605
958,99.114184
957,99.166627
956,99.172621
955,99.136365
954,99.075795
953,99.005745
952,98.951248
951,98.938235
950,98.954383
949,98.954854
948,98.923746
947,98.89439
946,98.892971
945,98.900931
944,98.892562
943,98.87126
942,98.846017
941,98.807002
940,98.746315
939,98.669594
938,98.568803
937,98.422665
936,98.246385
935,98.100417
934,98.022298
933,97.986587
932,97.959459
931,97.954646
930,98.003384
929,98.102996
928,98.229443
927,98.371973
926,98.522866
925,98.657988
924,98.758569
923,98.83506
922,98.907962
921,98.982866
920,99.056893
919,99.122444
918,99.151803
917,99.112672
916,99.019096
915,98.936042
914,98.912416
913,98.935226
912,98.963044
911,98.970963
910,98.947614
909,98.887691
908,98.810989
907,98.754131
906,98.719945
905,98.666161
904,98.562642
903,98.427925
902,98.296987
901,98.195005
900,98.156438
899,98.218174
898,98.366509
897,98.529906
896,98.654303
895,98.748111
894,98.836908
893,98.918314
892,98.983298
891,99.035515
890,99.064579
889,99.046154
888,98.995237
887,98.973435
886,99.014479
885,99.084902
884,99.141819
883,99.18026
882,99.197518
881,99.166939
880,99.085085
879,98.995574
878,98.927497
877,98.859012
876,98.780977
875,98.743513
874,98.791169
873,98.894922
872,98.991864
871,99.052823
870,99.075305
869,99.05412
868,99.000718
867,98.956605
866,98.952141
865,98.980415
864,99.030267
863,99.101335
862,99.167157
861,99.179808
860,99.142696
859,99.124911
858,99.168471
857,99.232294
856,99.261733
855,99.258983
854,99.247295
853,99.225041
852,99.203334
851,99.230246
850,99.316573
849,99.38418
848,99.352531
847,99.243737
846,99.145009
845,99.099564
844,99.091154
843,99.105561
842,99.144593
841,99.192046
840,99.217577
839,99.210316
838,99.176701
837,99.119439
836,99.048536
835,98.99724
834,98.998465
833,99.055436
832,99.147216
831,99.239605
830,99.284776
829,99.250806
828,99.168969
827,99.110614
826,99.098323
825,99.089713
824,99.070764
823,99.099113
822,99.21277
821,99.356636
820,99.448149
819,99.469375
818,99.455023
817,99.430125
816,99.399024
815,99.36641
814,99.334873
813,99.303337
812,99.287416
811,99.312213
810,99.368064
809,99.407049
808,99.400893
807,99.367628
806,99.328251
805,99.277439
804,99.215729
803,99.170673
802,99.162875
801,99.186422
800,99.235686
799,99.310402
798,99.38325
797,99.410362
796,99.389977
795,99.364712
794,99.354176
793,99.336881
792,99.307684
791,99.292072
790,99.284974
789,99.233296
788,99.103637
787,98.919551
786,98.718821
785,98.526881
784,98.382001
783,98.318612
782,98.302878
781,98.252269
780,98.142837
779,98.030551
778,97.946265
777,97.84849
776,97.713848
775,97.593454
774,97.529022
773,97.485079
772,97.424107
771,97.386927
770,97.433464
769,97.551236
768,97.681365
767,97.79644
766,97.902403
765,98.000267
764,98.094043
763,98.205676
762,98.341287
761,98.468558
760,98.558451
759,98.617194
758,98.649844
757,98.633831
756,98.561536
755,98.470869
754,98.398727
753,98.336452
752,98.259792
751,98.164829
750,98.050409
749,97.906271
748,97.744622
747,97.603006
746,97.492615
745,97.385465
744,97.272943
743,97.192085
742,97.172894
741,97.203329
740,97.260732
739,97.328647
738,97.369376
737,97.33662
736,97.235461
735,97.114941
734,96.983403
733,96.790031
732,96.508624
731,96.171046
730,95.792079
729,95.327039
728,94.737204
727,94.041684
726,93.289741
725,92.557411
724,91.987184
723,91.74506
722,91.895268
721,92.357763
720,93.001109
719,93.728573
718,94.465211
717,95.141717
716,95.735936
715,96.277692
714,96.774979
713,97.185066
712,97.492212
711,97.745444
710,97.97649
709,98.147131
708,98.228739
707,98.272886
706,98.344717
705,98.442874
704,98.533987
703,98.60885
702,98.65771
701,98.653035
700,98.602792
699,98.569343
698,98.58734
697,98.619069
696,98.638739
695,98.690763
694,98.810633
693,98.948742
692,99.02946
691,99.034273
690,98.980441
689,98.889354
688,98.82539
687,98.881226
686,99.066351
685,99.279116
684,99.428359
683,99.512568
682,99.539808
681,99.469839
680,99.309626
679,99.184424
678,99.214768
677,99.370184
676,99.519718
675,99.563547
674,99.47739
673,99.304695
672,99.126343
671,98.98474
670,98.843515
669,98.699246
668,98.682201
667,98.828585
666,99.052321
665,99.218312
664,99.25677
663,99.259278
662,99.325432
661,99.393876
660,99.36125
659,99.263344
658,99.208744
657,99.221284
656,99.285658
655,99.424019
654,99.605983
653,99.709226
652,99.663962
651,99.570699
650,99.540299
