Heptano,
% T,Número de ondas
"2,843.00",92.45328
"2,842.00",93.180678
"2,841.00",93.79236
"2,840.00",94.313954
"2,839.00",94.772128
"2,838.00",95.177272
"2,837.00",95.525052
"2,836.00",95.81617
"2,835.00",96.066387
"2,834.00",96.295017
"2,833.00",96.509573
"2,832.00",96.703878
"2,831.00",96.868219
"2,830.00",97.002171
"2,829.00",97.12046
"2,828.00",97.243433
"2,827.00",97.377918
"2,826.00",97.511326
"2,825.00",97.629228
"2,824.00",97.732859
"2,823.00",97.831981
"2,822.00",97.926403
"2,821.00",98.0058
"2,820.00",98.066226
"2,819.00",98.116689
"2,818.00",98.16923
"2,817.00",98.230547
"2,816.00",98.302629
"2,815.00",98.382807
"2,814.00",98.461907
"2,813.00",98.52926
"2,812.00",98.581267
"2,811.00",98.621244
"2,810.00",98.653091
"2,809.00",98.680581
"2,808.00",98.709535
"2,807.00",98.743041
"2,806.00",98.776508
"2,805.00",98.804946
"2,804.00",98.833368
"2,803.00",98.872243
"2,802.00",98.923753
"2,801.00",98.979359
"2,800.00",99.028713
"2,799.00",99.063903
"2,798.00",99.078543
"2,797.00",99.072879
"2,796.00",99.059108
"2,795.00",99.052603
"2,794.00",99.057955
"2,793.00",99.070923
"2,792.00",99.091002
"2,791.00",99.121419
"2,790.00",99.157462
"2,789.00",99.186612
"2,788.00",99.20339
"2,787.00",99.215395
"2,786.00",99.231946
"2,785.00",99.253814
"2,784.00",99.276297
"2,783.00",99.295831
"2,782.00",99.311436
"2,781.00",99.324706
"2,780.00",99.339277
"2,779.00",99.356028
"2,778.00",99.370107
"2,777.00",99.378023
"2,776.00",99.385364
"2,775.00",99.400371
"2,774.00",99.421576
"2,773.00",99.439214
"2,772.00",99.447654
"2,771.00",99.449176
"2,770.00",99.447376
"2,769.00",99.445261
"2,768.00",99.448787
"2,767.00",99.463582
"2,766.00",99.487725
"2,765.00",99.513993
"2,764.00",99.537152
"2,763.00",99.552441
"2,762.00",99.552053
"2,761.00",99.534783
"2,760.00",99.516524
"2,759.00",99.517372
"2,758.00",99.53715
"2,757.00",99.555725
"2,756.00",99.559552
"2,755.00",99.555997
"2,754.00",99.557911
"2,753.00",99.565705
"2,752.00",99.570747
"2,751.00",99.567672
"2,750.00",99.55715
"2,749.00",99.542646
"2,748.00",99.529367
"2,747.00",99.521681
"2,746.00",99.518183
"2,745.00",99.513013
"2,744.00",99.502631
"2,743.00",99.486467
"2,742.00",99.462317
"2,741.00",99.429319
"2,740.00",99.395737
"2,739.00",99.374682
"2,738.00",99.36952
"2,737.00",99.370642
"2,736.00",99.3681
"2,735.00",99.359813
"2,734.00",99.346596
"2,733.00",99.329033
"2,732.00",99.313055
"2,731.00",99.309855
"2,730.00",99.324888
"2,729.00",99.352531
"2,728.00",99.384908
"2,727.00",99.419678
"2,726.00",99.455966
"2,725.00",99.489279
"2,724.00",99.515101
"2,723.00",99.532991
"2,722.00",99.544371
"2,721.00",99.551196
"2,720.00",99.558792
"2,719.00",99.573836
"2,718.00",99.596129
"2,717.00",99.61727
"2,716.00",99.630469
"2,715.00",99.637548
"2,714.00",99.644261
"2,713.00",99.653353
"2,712.00",99.664002
"2,711.00",99.673685
"2,710.00",99.679378
"2,709.00",99.68142
"2,708.00",99.686441
"2,707.00",99.700626
"2,706.00",99.719561
"2,705.00",99.731692
"2,704.00",99.733333
"2,703.00",99.733094
"2,702.00",99.738722
"2,701.00",99.746312
"2,700.00",99.746815
"2,699.00",99.738093
"2,698.00",99.726434
"2,697.00",99.719494
"2,696.00",99.720661
"2,695.00",99.727453
"2,694.00",99.733125
"2,693.00",99.731732
"2,692.00",99.722347
"2,691.00",99.706834
"2,690.00",99.685787
"2,689.00",99.660922
"2,688.00",99.638931
"2,687.00",99.626268
"2,686.00",99.620621
"2,685.00",99.613917
"2,684.00",99.603482
"2,683.00",99.593614
"2,682.00",99.586416
"2,681.00",99.579075
"2,680.00",99.571579
"2,679.00",99.569293
"2,678.00",99.574462
"2,677.00",99.580723
"2,676.00",99.578981
"2,675.00",99.564626
"2,674.00",99.538258
"2,673.00",99.50551
"2,672.00",99.478115
"2,671.00",99.468572
"2,670.00",99.479182
"2,669.00",99.499114
"2,668.00",99.514865
"2,667.00",99.521672
"2,666.00",99.524878
"2,665.00",99.534182
"2,664.00",99.556991
"2,663.00",99.592755
"2,662.00",99.631679
"2,661.00",99.661689
"2,660.00",99.6779
"2,659.00",99.684332
"2,658.00",99.688411
"2,657.00",99.696424
"2,656.00",99.711154
"2,655.00",99.729103
"2,654.00",99.742514
"2,653.00",99.749184
"2,652.00",99.757032
"2,651.00",99.772752
"2,650.00",99.789374
"2,649.00",99.793167
"2,648.00",99.781013
"2,647.00",99.76331
"2,646.00",99.751779
"2,645.00",99.751822
"2,644.00",99.763227
"2,643.00",99.778242
"2,642.00",99.781376
"2,641.00",99.762824
"2,640.00",99.73174
"2,639.00",99.706181
"2,638.00",99.692173
"2,637.00",99.684639
"2,636.00",99.685886
"2,635.00",99.70565
"2,634.00",99.740436
"2,633.00",99.770138
"2,632.00",99.782237
"2,631.00",99.784984
"2,630.00",99.788616
"2,629.00",99.787896
"2,628.00",99.77474
"2,627.00",99.757177
"2,626.00",99.751636
"2,625.00",99.760965
"2,624.00",99.77129
"2,623.00",99.769285
"2,622.00",99.755269
"2,621.00",99.739766
"2,620.00",99.731773
"2,619.00",99.73077
"2,618.00",99.729936
"2,617.00",99.728428
"2,616.00",99.736349
"2,615.00",99.760517
"2,614.00",99.788487
"2,613.00",99.797581
"2,612.00",99.780655
"2,611.00",99.753005
"2,610.00",99.732513
"2,609.00",99.723632
"2,608.00",99.722744
"2,607.00",99.727454
"2,606.00",99.735772
"2,605.00",99.74539
"2,604.00",99.758076
"2,603.00",99.776623
"2,602.00",99.795056
"2,601.00",99.801332
"2,600.00",99.791956
"2,599.00",99.77364
"2,598.00",99.749282
"2,597.00",99.716423
"2,596.00",99.683832
"2,595.00",99.67346
"2,594.00",99.695506
"2,593.00",99.732763
"2,592.00",99.761012
"2,591.00",99.777002
"2,590.00",99.795363
"2,589.00",99.824073
"2,588.00",99.85396
"2,587.00",99.869237
"2,586.00",99.860024
"2,585.00",99.827669
"2,584.00",99.786128
"2,583.00",99.757053
"2,582.00",99.756184
"2,581.00",99.782025
"2,580.00",99.819043
"2,579.00",99.851133
"2,578.00",99.871055
"2,577.00",99.879203
"2,576.00",99.87653
"2,575.00",99.861242
"2,574.00",99.835035
"2,573.00",99.810968
"2,572.00",99.80672
"2,571.00",99.824944
"2,570.00",99.846958
"2,569.00",99.852769
"2,568.00",99.841525
"2,567.00",99.82534
"2,566.00",99.812106
"2,565.00",99.806059
"2,564.00",99.816454
"2,563.00",99.848291
"2,562.00",99.887532
"2,561.00",99.912745
"2,560.00",99.92207
"2,559.00",99.933446
"2,558.00",99.95688
"2,557.00",99.981388
"2,556.00",99.991852
"2,555.00",99.98467
"2,554.00",99.963372
"2,553.00",99.932408
"2,552.00",99.90026
"2,551.00",99.877648
"2,550.00",99.868065
"2,549.00",99.86768
"2,548.00",99.874075
"2,547.00",99.884622
"2,546.00",99.888247
"2,545.00",99.873813
"2,544.00",99.848366
"2,543.00",99.832716
"2,542.00",99.836003
"2,541.00",99.847348
"2,540.00",99.853822
"2,539.00",99.852669
"2,538.00",99.845237
"2,537.00",99.836053
"2,536.00",99.840474
"2,535.00",99.873387
"2,534.00",99.922728
"2,533.00",99.952698
"2,532.00",99.944842
"2,531.00",99.921193
"2,530.00",99.9154
"2,529.00",99.934703
"2,528.00",99.962124
"2,527.00",99.982523
"2,526.00",99.990641
"2,525.00",99.983037
"2,524.00",99.960231
"2,523.00",99.934341
"2,522.00",99.92047
"2,521.00",99.919491
"2,520.00",99.91831
"2,519.00",99.907415
"2,518.00",99.890952
"2,517.00",99.879056
"2,516.00",99.876088
"2,515.00",99.878064
"2,514.00",99.878566
"2,513.00",99.875058
"2,512.00",99.868984
"2,511.00",99.860676
"2,510.00",99.848284
"2,509.00",99.834831
"2,508.00",99.832125
"2,507.00",99.851574
"2,506.00",99.892846
"2,505.00",99.945765
"2,504.00",99.998961
"2,503.00",100.040521
"2,502.00",100.056791
"2,501.00",100.042572
"2,500.00",100.010148
"2,499.00",99.976585
"2,498.00",99.943735
"2,497.00",99.902886
"2,496.00",99.857961
"2,495.00",99.82953
"2,494.00",99.832322
"2,493.00",99.859496
"2,492.00",99.891655
"2,491.00",99.911046
"2,490.00",99.905531
"2,489.00",99.872772
"2,488.00",99.827815
"2,487.00",99.797309
"2,486.00",99.798879
"2,485.00",99.829739
"2,484.00",99.875881
"2,483.00",99.923985
"2,482.00",99.96233
"2,481.00",99.981015
"2,480.00",99.978852
"2,479.00",99.964963
"2,478.00",99.94912
"2,477.00",99.934349
"2,476.00",99.920445
"2,475.00",99.909047
"2,474.00",99.902616
"2,473.00",99.902283
"2,472.00",99.907643
"2,471.00",99.91544
"2,470.00",99.91986
"2,469.00",99.91848
"2,468.00",99.915825
"2,467.00",99.916678
"2,466.00",99.920001
"2,465.00",99.924809
"2,464.00",99.935398
"2,463.00",99.951857
"2,462.00",99.961815
"2,461.00",99.953931
"2,460.00",99.935695
"2,459.00",99.925138
"2,458.00",99.927821
"2,457.00",99.934733
"2,456.00",99.939675
"2,455.00",99.943813
"2,454.00",99.944915
"2,453.00",99.939032
"2,452.00",99.933808
"2,451.00",99.942723
"2,450.00",99.962423
"2,449.00",99.972713
"2,448.00",99.965271
"2,447.00",99.956555
"2,446.00",99.96328
"2,445.00",99.97863
"2,444.00",99.983925
"2,443.00",99.97489
"2,442.00",99.965776
"2,441.00",99.972091
"2,440.00",99.995417
"2,439.00",100.020355
"2,438.00",100.022817
"2,437.00",99.988474
"2,436.00",99.928464
"2,435.00",99.872492
"2,434.00",99.843907
"2,433.00",99.845583
"2,432.00",99.867617
"2,431.00",99.898127
"2,430.00",99.924911
"2,429.00",99.939132
"2,428.00",99.944768
"2,427.00",99.956256
"2,426.00",99.979388
"2,425.00",99.999382
"2,424.00",99.993727
"2,423.00",99.954815
"2,422.00",99.898488
"2,421.00",99.854241
"2,420.00",99.846173
"2,419.00",99.875563
"2,418.00",99.918902
"2,417.00",99.948198
"2,416.00",99.955557
"2,415.00",99.953664
"2,414.00",99.953338
"2,413.00",99.950289
"2,412.00",99.937081
"2,411.00",99.91901
"2,410.00",99.910462
"2,409.00",99.918251
"2,408.00",99.933794
"2,407.00",99.941143
"2,406.00",99.930084
"2,405.00",99.901867
"2,404.00",99.864985
"2,403.00",99.828966
"2,402.00",99.804278
"2,401.00",99.803614
"2,400.00",99.833413
"2,399.00",99.881096
"2,398.00",99.918684
"2,397.00",99.925423
"2,396.00",99.903473
"2,395.00",99.870084
"2,394.00",99.843018
"2,393.00",99.837116
"2,392.00",99.861082
"2,391.00",99.904518
"2,390.00",99.935211
"2,389.00",99.923158
"2,388.00",99.867007
"2,387.00",99.790083
"2,386.00",99.717083
"2,385.00",99.664824
"2,384.00",99.647862
"2,383.00",99.676223
"2,382.00",99.7463
"2,381.00",99.845649
"2,380.00",99.967055
"2,379.00",100.104309
"2,378.00",100.232389
"2,377.00",100.308754
"2,376.00",100.307463
"2,375.00",100.242312
"2,374.00",100.14841
"2,373.00",100.051517
"2,372.00",99.961825
"2,371.00",99.886571
"2,370.00",99.838992
"2,369.00",99.837149
"2,368.00",99.890393
"2,367.00",99.976338
"2,366.00",100.041627
"2,365.00",100.047172
"2,364.00",100.012355
"2,363.00",99.993339
"2,362.00",100.009371
"2,361.00",100.033471
"2,360.00",100.047507
"2,359.00",100.049638
"2,358.00",100.043872
"2,357.00",100.040474
"2,356.00",100.06102
"2,355.00",100.115475
"2,354.00",100.169814
"2,353.00",100.183071
"2,352.00",100.144846
"2,351.00",100.08267
"2,350.00",100.034878
"2,349.00",100.016611
"2,348.00",100.030728
"2,347.00",100.051899
"2,346.00",100.04332
"2,345.00",99.992396
"2,344.00",99.934398
"2,343.00",99.923152
"2,342.00",99.957352
"2,341.00",100.015446
"2,340.00",100.089493
"2,339.00",100.172519
"2,338.00",100.227889
"2,337.00",100.216144
"2,336.00",100.1407
"2,335.00",100.043469
"2,334.00",99.955471
"2,333.00",99.895885
"2,332.00",99.88259
"2,331.00",99.921853
"2,330.00",99.979731
"2,329.00",99.994499
"2,328.00",99.961529
"2,327.00",99.921573
"2,326.00",99.910922
"2,325.00",99.917905
"2,324.00",99.909393
"2,323.00",99.881512
"2,322.00",99.84386
"2,321.00",99.809974
"2,320.00",99.783527
"2,319.00",99.774554
"2,318.00",99.786756
"2,317.00",99.81333
"2,316.00",99.840641
"2,315.00",99.856088
"2,314.00",99.857322
"2,313.00",99.855814
"2,312.00",99.868394
"2,311.00",99.888598
"2,310.00",99.885666
"2,309.00",99.840981
"2,308.00",99.781979
"2,307.00",99.754851
"2,306.00",99.769664
"2,305.00",99.791363
"2,304.00",99.783184
"2,303.00",99.744273
"2,302.00",99.700855
"2,301.00",99.679884
"2,300.00",99.693146
"2,299.00",99.731676
"2,298.00",99.772805
"2,297.00",99.798929
"2,296.00",99.814662
"2,295.00",99.832608
"2,294.00",99.850876
"2,293.00",99.855055
"2,292.00",99.8432
"2,291.00",99.831168
"2,290.00",99.832917
"2,289.00",99.848575
"2,288.00",99.870865
"2,287.00",99.890525
"2,286.00",99.896012
"2,285.00",99.884696
"2,284.00",99.87337
"2,283.00",99.882967
"2,282.00",99.911362
"2,281.00",99.935926
"2,280.00",99.940182
"2,279.00",99.923885
"2,278.00",99.891444
"2,277.00",99.852681
"2,276.00",99.829575
"2,275.00",99.835885
"2,274.00",99.85088
"2,273.00",99.839019
"2,272.00",99.79893
"2,271.00",99.765843
"2,270.00",99.761886
"2,269.00",99.770358
"2,268.00",99.765789
"2,267.00",99.7449
"2,266.00",99.719585
"2,265.00",99.702327
"2,264.00",99.707951
"2,263.00",99.746999
"2,262.00",99.807659
"2,261.00",99.860001
"2,260.00",99.884971
"2,259.00",99.886601
"2,258.00",99.875516
"2,257.00",99.860967
"2,256.00",99.856257
"2,255.00",99.869106
"2,254.00",99.886018
"2,253.00",99.889194
"2,252.00",99.887742
"2,251.00",99.90259
"2,250.00",99.926014
"2,249.00",99.923076
"2,248.00",99.885841
"2,247.00",99.849443
"2,246.00",99.842488
"2,245.00",99.855867
"2,244.00",99.867169
"2,243.00",99.870664
"2,242.00",99.867421
"2,241.00",99.851899
"2,240.00",99.825734
"2,239.00",99.806738
"2,238.00",99.809324
"2,237.00",99.828917
"2,236.00",99.853631
"2,235.00",99.878506
"2,234.00",99.904144
"2,233.00",99.934943
"2,232.00",99.97735
"2,231.00",100.021442
"2,230.00",100.027597
"2,229.00",99.95779
"2,228.00",99.823884
"2,227.00",99.683669
"2,226.00",99.590112
"2,225.00",99.563078
"2,224.00",99.599805
"2,223.00",99.68202
"2,222.00",99.773323
"2,221.00",99.839957
"2,220.00",99.880132
"2,219.00",99.911737
"2,218.00",99.936139
"2,217.00",99.940678
"2,216.00",99.927704
"2,215.00",99.908473
"2,214.00",99.878861
"2,213.00",99.839597
"2,212.00",99.828442
"2,211.00",99.882849
"2,210.00",99.971549
"2,209.00",100.013143
"2,208.00",99.973438
"2,207.00",99.901877
"2,206.00",99.864055
"2,205.00",99.880449
"2,204.00",99.933473
"2,203.00",99.987048
"2,202.00",99.991222
"2,201.00",99.917847
"2,200.00",99.807914
"2,199.00",99.738863
"2,198.00",99.732338
"2,197.00",99.736015
"2,196.00",99.706616
"2,195.00",99.665137
"2,194.00",99.65523
"2,193.00",99.693942
"2,192.00",99.779525
"2,191.00",99.898897
"2,190.00",100.004359
"2,189.00",100.03117
"2,188.00",99.970539
"2,187.00",99.886618
"2,186.00",99.837307
"2,185.00",99.817119
"2,184.00",99.797798
"2,183.00",99.780711
"2,182.00",99.778525
"2,181.00",99.781407
"2,180.00",99.7712
"2,179.00",99.742497
"2,178.00",99.695919
"2,177.00",99.644367
"2,176.00",99.632469
"2,175.00",99.704262
"2,174.00",99.838504
"2,173.00",99.960583
"2,172.00",100.031113
"2,171.00",100.073387
"2,170.00",100.101936
"2,169.00",100.08601
"2,168.00",100.009807
"2,167.00",99.91065
"2,166.00",99.823726
"2,165.00",99.742164
"2,164.00",99.666606
"2,163.00",99.634982
"2,162.00",99.654717
"2,161.00",99.661015
"2,160.00",99.609587
"2,159.00",99.561893
"2,158.00",99.592143
"2,157.00",99.665718
"2,156.00",99.703199
"2,155.00",99.704809
"2,154.00",99.729158
"2,153.00",99.789458
"2,152.00",99.840063
"2,151.00",99.855396
"2,150.00",99.864453
"2,149.00",99.897728
"2,148.00",99.939466
"2,147.00",99.948086
"2,146.00",99.903715
"2,145.00",99.825985
"2,144.00",99.757925
"2,143.00",99.738092
"2,142.00",99.776276
"2,141.00",99.843544
"2,140.00",99.888018
"2,139.00",99.871747
"2,138.00",99.801938
"2,137.00",99.726589
"2,136.00",99.689973
"2,135.00",99.693002
"2,134.00",99.710653
"2,133.00",99.742883
"2,132.00",99.819848
"2,131.00",99.94696
"2,130.00",100.071379
"2,129.00",100.127037
"2,128.00",100.102829
"2,127.00",100.045968
"2,126.00",100.007353
"2,125.00",100.003664
"2,124.00",100.0225
"2,123.00",100.041039
"2,122.00",100.040987
"2,121.00",100.022113
"2,120.00",99.999447
"2,119.00",99.976565
"2,118.00",99.933428
"2,117.00",99.857712
"2,116.00",99.775824
"2,115.00",99.730355
"2,114.00",99.733882
"2,113.00",99.764302
"2,112.00",99.795759
"2,111.00",99.812164
"2,110.00",99.803612
"2,109.00",99.780138
"2,108.00",99.779503
"2,107.00",99.82807
"2,106.00",99.899449
"2,105.00",99.944001
"2,104.00",99.954047
"2,103.00",99.964289
"2,102.00",99.990342
"2,101.00",100.004606
"2,100.00",99.975356
"2,099.00",99.898432
"2,098.00",99.79282
"2,097.00",99.698654
"2,096.00",99.671889
"2,095.00",99.736244
"2,094.00",99.835843
"2,093.00",99.875285
"2,092.00",99.818218
"2,091.00",99.718543
"2,090.00",99.653669
"2,089.00",99.657827
"2,088.00",99.720661
"2,087.00",99.810606
"2,086.00",99.883122
"2,085.00",99.902262
"2,084.00",99.876256
"2,083.00",99.846635
"2,082.00",99.832552
"2,081.00",99.816995
"2,080.00",99.796355
"2,079.00",99.805249
"2,078.00",99.872166
"2,077.00",99.977582
"2,076.00",100.073547
"2,075.00",100.119931
"2,074.00",100.091267
"2,073.00",99.985649
"2,072.00",99.845082
"2,071.00",99.732486
"2,070.00",99.67213
"2,069.00",99.640542
"2,068.00",99.622425
"2,067.00",99.63647
"2,066.00",99.689377
"2,065.00",99.743385
"2,064.00",99.76045
"2,063.00",99.752008
"2,062.00",99.753885
"2,061.00",99.780848
"2,060.00",99.832277
"2,059.00",99.908489
"2,058.00",99.992524
"2,057.00",100.043451
"2,056.00",100.037383
"2,055.00",99.992348
"2,054.00",99.93231
"2,053.00",99.860343
"2,052.00",99.789346
"2,051.00",99.758354
"2,050.00",99.783982
"2,049.00",99.82532
"2,048.00",99.83724
"2,047.00",99.831633
"2,046.00",99.838935
"2,045.00",99.83971
"2,044.00",99.79266
"2,043.00",99.717472
"2,042.00",99.695157
"2,041.00",99.769811
"2,040.00",99.884636
"2,039.00",99.941924
"2,038.00",99.902174
"2,037.00",99.811991
"2,036.00",99.751689
"2,035.00",99.759011
"2,034.00",99.805663
"2,033.00",99.844835
"2,032.00",99.861467
"2,031.00",99.86139
"2,030.00",99.838692
"2,029.00",99.793316
"2,028.00",99.76241
"2,027.00",99.781836
"2,026.00",99.819798
"2,025.00",99.800806
"2,024.00",99.705919
"2,023.00",99.601499
"2,022.00",99.556163
"2,021.00",99.572642
"2,020.00",99.611777
"2,019.00",99.645879
"2,018.00",99.670491
"2,017.00",99.683219
"2,016.00",99.672785
"2,015.00",99.635532
"2,014.00",99.584607
"2,013.00",99.539757
"2,012.00",99.521903
"2,011.00",99.547134
"2,010.00",99.621546
"2,009.00",99.743801
"2,008.00",99.897567
"2,007.00",100.035474
"2,006.00",100.097074
"2,005.00",100.067147
"2,004.00",99.992851
"2,003.00",99.922717
"2,002.00",99.858478
"2,001.00",99.793893
"2,000.00",99.762752
"1,999.00",99.796347
"1,998.00",99.853249
"1,997.00",99.856064
"1,996.00",99.797318
"1,995.00",99.742018
"1,994.00",99.72888
"1,993.00",99.738293
"1,992.00",99.751038
"1,991.00",99.77419
"1,990.00",99.809059
"1,989.00",99.838951
"1,988.00",99.859169
"1,987.00",99.885531
"1,986.00",99.917994
"1,985.00",99.932956
"1,984.00",99.924112
"1,983.00",99.912438
"1,982.00",99.900232
"1,981.00",99.858887
"1,980.00",99.785104
"1,979.00",99.722714
"1,978.00",99.696469
"1,977.00",99.66598
"1,976.00",99.580992
"1,975.00",99.447196
"1,974.00",99.323977
"1,973.00",99.290981
"1,972.00",99.399094
"1,971.00",99.601054
"1,970.00",99.744942
"1,969.00",99.699013
"1,968.00",99.508211
"1,967.00",99.360623
"1,966.00",99.359902
"1,965.00",99.445271
"1,964.00",99.543657
"1,963.00",99.656632
"1,962.00",99.798333
"1,961.00",99.936745
"1,960.00",100.017637
"1,959.00",100.012346
"1,958.00",99.930331
"1,957.00",99.817724
"1,956.00",99.74225
"1,955.00",99.74094
"1,954.00",99.785062
"1,953.00",99.823505
"1,952.00",99.8398
"1,951.00",99.837617
"1,950.00",99.801439
"1,949.00",99.715235
"1,948.00",99.608152
"1,947.00",99.54145
"1,946.00",99.54493
"1,945.00",99.593691
"1,944.00",99.64516
"1,943.00",99.673923
"1,942.00",99.663287
"1,941.00",99.61011
"1,940.00",99.558133
"1,939.00",99.555107
"1,938.00",99.582321
"1,937.00",99.585831
"1,936.00",99.555726
"1,935.00",99.528845
"1,934.00",99.530997
"1,933.00",99.558343
"1,932.00",99.597118
"1,931.00",99.63388
"1,930.00",99.657403
"1,929.00",99.672432
"1,928.00",99.701497
"1,927.00",99.756027
"1,926.00",99.806772
"1,925.00",99.803125
"1,924.00",99.743561
"1,923.00",99.696039
"1,922.00",99.690056
"1,921.00",99.671696
"1,920.00",99.608822
"1,919.00",99.533903
"1,918.00",99.500396
"1,917.00",99.520609
"1,916.00",99.559562
"1,915.00",99.598099
"1,914.00",99.636684
"1,913.00",99.665647
"1,912.00",99.669508
"1,911.00",99.64753
"1,910.00",99.627269
"1,909.00",99.636162
"1,908.00",99.662863
"1,907.00",99.682738
"1,906.00",99.690644
"1,905.00",99.692841
"1,904.00",99.702551
"1,903.00",99.734635
"1,902.00",99.783409
"1,901.00",99.812035
"1,900.00",99.78985
"1,899.00",99.728845
"1,898.00",99.665624
"1,897.00",99.621533
"1,896.00",99.592886
"1,895.00",99.573983
"1,894.00",99.572428
"1,893.00",99.604329
"1,892.00",99.680763
"1,891.00",99.778698
"1,890.00",99.845175
"1,889.00",99.836894
"1,888.00",99.757507
"1,887.00",99.671733
"1,886.00",99.647802
"1,885.00",99.698153
"1,884.00",99.783853
"1,883.00",99.851587
"1,882.00",99.86628
"1,881.00",99.823
"1,880.00",99.751182
"1,879.00",99.693505
"1,878.00",99.666622
"1,877.00",99.651636
"1,876.00",99.626278
"1,875.00",99.587675
"1,874.00",99.541161
"1,873.00",99.489271
"1,872.00",99.438879
"1,871.00",99.400133
"1,870.00",99.374917
"1,869.00",99.394085
"1,868.00",99.474137
"1,867.00",99.545598
"1,866.00",99.562582
"1,865.00",99.547916
"1,864.00",99.529093
"1,863.00",99.521049
"1,862.00",99.524135
"1,861.00",99.533681
"1,860.00",99.549903
"1,859.00",99.587104
"1,858.00",99.657428
"1,857.00",99.73653
"1,856.00",99.783552
"1,855.00",99.794581
"1,854.00",99.791066
"1,853.00",99.781972
"1,852.00",99.760819
"1,851.00",99.72697
"1,850.00",99.685375
"1,849.00",99.620406
"1,848.00",99.501673
"1,847.00",99.329501
"1,846.00",99.166352
"1,845.00",99.119027
"1,844.00",99.232178
"1,843.00",99.416445
"1,842.00",99.554773
"1,841.00",99.614635
"1,840.00",99.632197
"1,839.00",99.650395
"1,838.00",99.680453
"1,837.00",99.703677
"1,836.00",99.700901
"1,835.00",99.679411
"1,834.00",99.666753
"1,833.00",99.691109
"1,832.00",99.759757
"1,831.00",99.828838
"1,830.00",99.865253
"1,829.00",99.889462
"1,828.00",99.912227
"1,827.00",99.932625
"1,826.00",99.927408
"1,825.00",99.85875
"1,824.00",99.747563
"1,823.00",99.653214
"1,822.00",99.621945
"1,821.00",99.657135
"1,820.00",99.718564
"1,819.00",99.757617
"1,818.00",99.75954
"1,817.00",99.744472
"1,816.00",99.725511
"1,815.00",99.697193
"1,814.00",99.665083
"1,813.00",99.656104
"1,812.00",99.69179
"1,811.00",99.737825
"1,810.00",99.736273
"1,809.00",99.691549
"1,808.00",99.643044
"1,807.00",99.605619
"1,806.00",99.586576
"1,805.00",99.602756
"1,804.00",99.658767
"1,803.00",99.719833
"1,802.00",99.747228
"1,801.00",99.741885
"1,800.00",99.680428
"1,799.00",99.524431
"1,798.00",99.320872
"1,797.00",99.16596
"1,796.00",99.096682
"1,795.00",99.081995
"1,794.00",99.082417
"1,793.00",99.111726
"1,792.00",99.221993
"1,791.00",99.368448
"1,790.00",99.444823
"1,789.00",99.455403
"1,788.00",99.465145
"1,787.00",99.488922
"1,786.00",99.499526
"1,785.00",99.491682
"1,784.00",99.509173
"1,783.00",99.569619
"1,782.00",99.619992
"1,781.00",99.598011
"1,780.00",99.513773
"1,779.00",99.442166
"1,778.00",99.441892
"1,777.00",99.506931
"1,776.00",99.560072
"1,775.00",99.533053
"1,774.00",99.409803
"1,773.00",99.255851
"1,772.00",99.222575
"1,771.00",99.312529
"1,770.00",99.379316
"1,769.00",99.392443
"1,768.00",99.404679
"1,767.00",99.426877
"1,766.00",99.438644
"1,765.00",99.431057
"1,764.00",99.417085
"1,763.00",99.40051
"1,762.00",99.374293
"1,761.00",99.337582
"1,760.00",99.302882
"1,759.00",99.284564
"1,758.00",99.283085
"1,757.00",99.283655
"1,756.00",99.274343
"1,755.00",99.26201
"1,754.00",99.264118
"1,753.00",99.27969
"1,752.00",99.283061
"1,751.00",99.246995
"1,750.00",99.143685
"1,749.00",98.986669
"1,748.00",98.864441
"1,747.00",98.831661
"1,746.00",98.880774
"1,745.00",99.005437
"1,744.00",99.187576
"1,743.00",99.338437
"1,742.00",99.329632
"1,741.00",99.149828
"1,740.00",98.950096
"1,739.00",98.883539
"1,738.00",98.903383
"1,737.00",98.885242
"1,736.00",98.799373
"1,735.00",98.686911
"1,734.00",98.677424
"1,733.00",98.874051
"1,732.00",99.149845
"1,731.00",99.40032
"1,730.00",99.589668
"1,729.00",99.618758
"1,728.00",99.525215
"1,727.00",99.430848
"1,726.00",99.40108
"1,725.00",99.380748
"1,724.00",99.331682
"1,723.00",99.297272
"1,722.00",99.338108
"1,721.00",99.472315
"1,720.00",99.681661
"1,719.00",99.723669
"1,718.00",99.239375
"1,717.00",98.618055
"1,716.00",98.455156
"1,715.00",98.638645
"1,714.00",98.891711
"1,713.00",99.074567
"1,712.00",99.179342
"1,711.00",99.255475
"1,710.00",99.314521
"1,709.00",99.355095
"1,708.00",99.372743
"1,707.00",99.34915
"1,706.00",99.282596
"1,705.00",99.220756
"1,704.00",99.145145
"1,703.00",98.979049
"1,702.00",98.752995
"1,701.00",98.568887
"1,700.00",98.407427
"1,699.00",98.33363
"1,698.00",98.401572
"1,697.00",98.63573
"1,696.00",98.988351
"1,695.00",99.172826
"1,694.00",99.196941
"1,693.00",99.221192
"1,692.00",99.274882
"1,691.00",99.309811
"1,690.00",99.244446
"1,689.00",99.135349
"1,688.00",99.120966
"1,687.00",99.295699
"1,686.00",99.674469
"1,685.00",100.04443
"1,684.00",100.008985
"1,683.00",99.60678
"1,682.00",99.253049
"1,681.00",99.12496
"1,680.00",99.159453
"1,679.00",99.173889
